Restaurant Name,Restaurant ID,Latitude,Longitude,Address,Votes,Average Cost for two,Locality,Locality Verbose,Aggregate rating,City,Price range,Has Online delivery,Rating text,Rating color,Has Table booking,Country Code,Currency,Is delivering now
El Cazador,17678283,30.850888,-83.28078,"1600 N. Ashley St., Valdosta, GA 31602",168,10,Valdosta,"Valdosta, Valdosta",3.7,Valdosta,1,No,Good,Yellow,No,216,Dollar($),No
Friends Grille and Bar,17678222,30.880146,-83.29633,"3338-B Country Club Rd, GA 31605",243,25,Valdosta,"Valdosta, Valdosta",3.9,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
Giulios Greek & Italian Restaurant,17678055,30.8433,-83.2851,"105 E Ann St, Valdosta, GA 31601",221,40,Valdosta,"Valdosta, Valdosta",3.8,Valdosta,3,No,Good,Yellow,No,216,Dollar($),No
La Jalisco Supermercato,17678326,30.8465,-83.281,"1300 N. Ashley St., Valdosta, GA 31601",46,10,Valdosta,"Valdosta, Valdosta",3.5,Valdosta,1,No,Good,Yellow,No,216,Dollar($),No
Masato Japanese,17678229,30.846763,-83.310343,"1337 Baytree Rd, Valdosta, GA 31602",262,25,Valdosta,"Valdosta, Valdosta",3.9,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
Mom & Dad's Italian Restaurant,17678097,30.8971,-83.3283,"4143 N Valdosta Rd, Valdosta, GA 31602",183,25,Valdosta,"Valdosta, Valdosta",3.7,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
Mori's Japanese Steakhouse & Sushi Bar,17678216,30.841547,-83.318958,"1709 Norman Dr, Valdosta, GA 31601",208,70,Valdosta,"Valdosta, Valdosta",3.5,Valdosta,4,No,Good,Yellow,No,216,Dollar($),No
Passage 2 India,17678233,30.87114,-83.289338,"2910 N Ashley St Ste E, Valdosta, GA 31602",245,25,Valdosta,"Valdosta, Valdosta",3.8,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
Rodeo Mexican Restaurant,17678148,30.868,-83.2868,"2801 N Ashley St, Valdosta, GA 31602",199,25,Valdosta,"Valdosta, Valdosta",3.8,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
Steel Magnolias,17678291,30.8316,-83.2796,"132 N. Patterson St, Valdosta, GA 31601",225,40,Valdosta,"Valdosta, Valdosta",3.8,Valdosta,3,No,Good,Yellow,No,216,Dollar($),No
Smok'n Pig B-B-Q,17678218,30.897087,-83.332796,"4228 N Valdosta Rd, Valdosta, GA 31602",575,25,Valdosta,"Valdosta, Valdosta",4.1,Valdosta,2,No,Very Good,Green,No,216,Dollar($),No
Blue House Cafe,17558738,45.858667,-123.1954368,"919 Bridge St, Vernonia, OR 97064",88,10,Vernonia,"Vernonia, Vernonia",4.3,Vernonia,1,No,Very Good,Green,No,216,Dollar($),No
Anchorage Cafe Restaurant Wine Bar,16608209,-35.5536609,138.624316,"21 Flinders Parade, Victor Harbor, SA",96,20,Victor Harbor,"Victor Harbor, Victor Harbor",3.6,Victor Harbor,2,No,Good,Yellow,No,14,Dollar($),No
Lake House Restaurant,16654702,43.1868697,-79.3791465,"3100 N Service Rd, Vineland Station, ON L0R2E0",204,70,Vineland Station,"Vineland Station, Vineland Station",4.3,Vineland Station,4,No,Very Good,Green,No,37,Dollar($),No
Masala Grill & Coffee House,17697444,42.516908,-92.456343,"911 W 23rd St, Cedar Falls, IA 50613",18,10,Cedar Falls,"Cedar Falls, Waterloo",3.2,Waterloo,1,No,Average,Orange,No,216,Dollar($),No
Brown Bottle The Cedar Falls,17696871,42.5464,-92.4507,"1111 Center St, Cedar Falls, IA 50613",134,25,Cedar Falls,"Cedar Falls, Waterloo",3.7,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Four Queens Dairy Cream,17696891,42.5377,-92.4599,"1310 W 1st St, Cedar Falls, IA 50613",190,10,Cedar Falls,"Cedar Falls, Waterloo",3.9,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
Hong Kong Chinese Restaurant,17696901,42.5133,-92.4322,"6306 University Ave, Cedar Falls, IA 50613",136,10,Cedar Falls,"Cedar Falls, Waterloo",3.8,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
HuHot Mongolian Grill,17697384,42.512646,-92.432177,"6301 University Ave, Cedar Falls, IA 50613",113,25,Cedar Falls,"Cedar Falls, Waterloo",3.7,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
J's Homestyle Cooking,17697417,42.509472,-92.466597,"1724 West 31st Street, Cedar Falls, IA 50613",69,10,Cedar Falls,"Cedar Falls, Waterloo",3.6,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
Montage,17696918,42.5366,-92.4453,"222 Main St, Cedar Falls, IA 50613",89,40,Cedar Falls,"Cedar Falls, Waterloo",3.6,Waterloo,3,No,Good,Yellow,No,216,Dollar($),No
Mulligan's Brick Oven Grill,17696920,42.5219,-92.444,"205 E 18th St, Cedar Falls, IA 50613",80,25,Cedar Falls,"Cedar Falls, Waterloo",3.6,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Sakura,17697398,42.51259,-92.426215,"5719 university avenue, Cedar Falls, IA 50613",175,40,Cedar Falls,"Cedar Falls, Waterloo",3.8,Waterloo,3,No,Good,Yellow,No,216,Dollar($),No
Scratch,17697406,42.5354081,-92.4457417,"315 Main St, Cedar Falls, IA 50613",136,10,Cedar Falls,"Cedar Falls, Waterloo",3.7,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
SOHO Sushi Bar & Deli,17696941,42.5375,-92.4457,"119 Main St, Cedar Falls, IA 50613",114,25,Cedar Falls,"Cedar Falls, Waterloo",3.6,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Texas Roadhouse,17696955,42.5127,-92.4291,"5715 University Ave, Cedar Falls, IA 50613",93,25,Cedar Falls,"Cedar Falls, Waterloo",3.6,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Tony's La Pizzeria,17696957,42.53489,-92.445723,"407 Main St, Cedar Falls, IA 50613",89,25,Cedar Falls,"Cedar Falls, Waterloo",3.6,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Chapala,17697418,42.477281,-92.323032,"900 La Porte Road, Waterloo, IA 50702",69,25,Waterloo,"Waterloo, Waterloo",3.6,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Galleria de Paco,17697386,42.494908,-92.339721,"622 Commercial Street, Waterloo, IA 50701",86,40,Waterloo,"Waterloo, Waterloo",3.6,Waterloo,3,No,Good,Yellow,No,216,Dollar($),No
Golden China,17697224,42.458979,-92.356066,"106 Brookridge Dr, IA 50702",73,10,Waterloo,"Waterloo, Waterloo",3.7,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
Rudy's Tacos,17697304,42.499705,-92.3772,"2401 Falls Avenue, IA 50701",104,25,Waterloo,"Waterloo, Waterloo",3.6,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
The Screaming Eagle,17697389,42.4984,-92.335523,"228 E 4th St., Waterloo, IA 50703",101,10,Waterloo,"Waterloo, Waterloo",3.7,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
The Thai Bowl,17697424,42.497919,-92.335769,"624 Sycamore Street, Waterloo, IA 50703",58,10,Waterloo,"Waterloo, Waterloo",3.5,Waterloo,1,No,Good,Yellow,No,216,Dollar($),No
Tokyo Japanese Steak House,17697332,42.46558,-92.3234,"1931 Sears Street, Waterloo, IA 50702",156,25,Waterloo,"Waterloo, Waterloo",3.9,Waterloo,2,No,Good,Yellow,No,216,Dollar($),No
Theo Yianni's Authentic Greek Restaurant,17694056,40.396043,-80.529488,"322 American Way, Weirton, WV 26062",156,25,Weirton,"Weirton, Weirton",3.9,Weirton,2,No,Good,Yellow,No,216,Dollar($),No
Fishpatrick's Crabby Cafe,17559793,43.678998,-124.175346,"196 Bayfront Loop, Winchester Bay, OR 97467",16,25,Winchester Bay,"Winchester Bay, Winchester Bay",3.2,Winchester Bay,2,No,Average,Orange,No,216,Dollar($),No
Arigato Sushi,16668008,51.2106824,-102.4613173,"14 Second Ave North, Yorkton, SK S3N 1G1",26,25,Yorkton,"Yorkton, Yorkton",3.3,Yorkton,2,No,Average,Orange,No,37,Dollar($),No
Denny's,18212135,24.49550307,54.38279729,"Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi",207,190,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",4.6,Abu Dhabi,4,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Famous Dave's Barbecue,5704255,24.49569253,54.38294616,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi",376,260,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",4.6,Abu Dhabi,4,Yes,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Pizza Di Rocco,5701978,24.48557932,54.38193094,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",471,150,Al Dhafrah,"Al Dhafrah, Abu Dhabi",4.4,Abu Dhabi,3,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Sofra Istanbul,5701729,24.47756501,54.37127855,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",224,70,Al Dhafrah,"Al Dhafrah, Abu Dhabi",4.3,Abu Dhabi,2,No,Very Good,Green,No,214,Emirati Diram(AED),No
Salt,5704168,24.4543119,54.38080709,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",228,100,Al Mushrif,"Al Mushrif, Abu Dhabi",4.2,Abu Dhabi,3,No,Very Good,Green,No,214,Emirati Diram(AED),No
Genghis Grill,18277098,24.47083582,54.37500816,"Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi",81,180,"Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",4.6,Abu Dhabi,4,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Olive Garden,5701446,24.46936983,54.37332205,"Level 3, Al Wahda Mall Extension, Al Wahda, Abu Dhabi",422,230,"Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",4.1,Abu Dhabi,4,No,Very Good,Green,No,214,Emirati Diram(AED),No
Cho Gao - Crowne Plaza Abu Dhabi,5700052,24.491235,54.365694,"Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi",246,350,"Crowne Plaza Abu Dhabi, Al Markaziya","Crowne Plaza Abu Dhabi, Al Markaziya, Abu Dhabi",4.4,Abu Dhabi,4,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Gazebo,5702418,24.33421694,54.52412188,"Ground Level, Next to E-Max, Dalma Mall, Mussafah Sanaiya, Abu Dhabi",355,120,"Dalma Mall, Mussafah Sanaiya","Dalma Mall, Mussafah Sanaiya, Abu Dhabi",4.0,Abu Dhabi,3,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Sangeetha Vegetarian Restaurant,5700386,24.48525254,54.36377607,"Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",268,60,Madinat Zayed,"Madinat Zayed, Abu Dhabi",3.6,Abu Dhabi,2,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
Hot Palayok,5704202,24.48277094,54.36615754,"Food Court, Level 2, Madinat Zayed Shopping Centre, Madinat Zayed, Abu Dhabi",162,100,"Madinat Zayed Shopping Centre, Madinat Zayed ","Madinat Zayed Shopping Centre, Madinat Zayed , Abu Dhabi",4.5,Abu Dhabi,3,Yes,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Applebee's,5701052,24.43409939,54.41314146,"Level 3, Mushrif Mall, Al Mushrif, Abu Dhabi",205,250,"Mushrif Mall, Al Mushrif","Mushrif Mall, Al Mushrif, Abu Dhabi",4.0,Abu Dhabi,4,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Tikka Tonight,5704118,24.36312973,54.51003961,"Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",277,50,Mussafah Sanaiya,"Mussafah Sanaiya, Abu Dhabi",4.0,Abu Dhabi,2,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Bait El Khetyar,5701548,24.48841145,54.37143378,"Al Najda Street, Najda, Abu Dhabi",380,70,Najda,"Najda, Abu Dhabi",4.0,Abu Dhabi,2,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Indian By Nature,18235425,24.48959102,54.37324997,"Shop 2-3, Tolico Building, Behind Lebanese Roastery, Near National Hospital, Najda, Abu Dhabi",180,80,Najda,"Najda, Abu Dhabi",4.3,Abu Dhabi,3,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Via Delhi,5702615,24.49089202,54.37422059,"Near First Flight Couriers, Behind ADNOC Head Office, Salam Street, Najda Area, Najda, Abu Dhabi",525,100,Najda,"Najda, Abu Dhabi",4.0,Abu Dhabi,3,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Punjab Grill,5703500,24.4106148,54.4872137,"Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi",216,330,"Venetian Village, Al Maqtaa","Venetian Village, Al Maqtaa, Abu Dhabi",4.9,Abu Dhabi,4,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
Tamba,18253896,24.488161,54.358147,"6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi",201,500,"World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",4.7,Abu Dhabi,4,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
P.F. Chang's,5701917,24.48761082,54.35782894,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi",435,250,"World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",4.2,Abu Dhabi,4,No,Very Good,Green,No,214,Emirati Diram(AED),No
The Cheesecake Factory,5702574,24.49053138,54.60685361,"Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi",586,200,"Yas Mall, Yas Island","Yas Mall, Yas Island, Abu Dhabi",4.6,Abu Dhabi,4,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
The Farm,202321,25.095044,55.310519,"Al Barari Villas, Opposite Falcon City, Al Barari, Dubai",927,280,Al Barari,"Al Barari, Dubai",3.9,Dubai,3,No,Good,Yellow,Yes,214,Emirati Diram(AED),No
Maharaja Bhog,206488,25.25124063,55.30919038,"Ground Level, Hamsah Mall, Next to Ansar Gallery, Al Karama, Dubai",1448,90,Al Karama,"Al Karama, Dubai",4.1,Dubai,2,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Rasoi Ghar,209654,25.25007862,55.3019169,"Zainal Mohebi Plaza, Sheikh Khalifa Bin Zayed Road, Opposite Centrepoint, Al Karama, Dubai",1281,90,Al Karama,"Al Karama, Dubai",4.3,Dubai,2,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Barbeque Nation,18340881,25.11338,55.215341,"G1, Villa, Near HQ Fitness, Near Lulu Mall, Barsha 2, Dubai",307,150,Barsha 2,"Barsha 2, Dubai",4.5,Dubai,3,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
Farzi Cafe,18233284,25.2080323,55.26191946,"CITY WALK, Al Safa & Al Wasl Road Intersection, Al Safa, Dubai",909,200,"CITY WALK, Al Safa","CITY WALK, Al Safa, Dubai",4.5,Dubai,3,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
AB's Absolute Barbecues,18269368,25.254105,55.32874,"Mezzanaine Floor, Centurion Star Tower, Deira City Centre Area, Dubai",641,160,Deira City Centre Area,"Deira City Centre Area, Dubai",4.9,Dubai,3,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
Carnival By Tresind,18254160,25.211183,55.281966,"Podium Level, Burj Daman, DIFC, Dubai",322,500,DIFC,"DIFC, Dubai",4.9,Dubai,4,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
AB's Absolute Barbecues,208939,25.10777315,55.17874617,"Shop G05, Sidra Tower, Near GEMS Wellington School, Exit 36, Sheikh Zayed Road, Dubai Media City, Dubai",2510,160,Dubai Media City,"Dubai Media City, Dubai",4.8,Dubai,3,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
Hard Rock Cafe,201531,25.22399154,55.35147775,"Next to Marks & Spencer's, Festival City, Dubai",1388,300,Festival City,"Festival City, Dubai",4.5,Dubai,4,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
The Coffee Club,208965,25.21110278,55.25639722,"Wasl Vita, Opposite Civil Defence Station, Near Emirates NBD, Al Wasl Road, Jumeirah 1, Dubai",403,140,Jumeirah 1,"Jumeirah 1, Dubai",4.5,Dubai,3,Yes,Excellent,Dark Green,No,214,Emirati Diram(AED),No
SALT,208778,25.16812806,55.21152779,"Kite Beach, Street 2D, Umm Suqeim, Dubai",1351,100,"Kite Beach, Umm Suqeim","Kite Beach, Umm Suqeim, Dubai",4.3,Dubai,3,No,Very Good,Green,No,214,Emirati Diram(AED),No
Din Tai Fung,209703,25.11851301,55.19854523,"Level 2 Expansion, Mall of the Emirates, Barsha 1, Dubai",661,160,"Mall of the Emirates, Barsha 1","Mall of the Emirates, Barsha 1, Dubai",4.3,Dubai,3,No,Very Good,Green,No,214,Emirati Diram(AED),No
SpiceKlub,18381837,25.252054,55.288061,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool, Dubai",281,150,Mankhool,"Mankhool, Dubai",4.4,Dubai,3,No,Very Good,Green,Yes,214,Emirati Diram(AED),No
Tresind - Nassima Royal Hotel,208850,25.22347744,55.28256778,"Level 2, Nassima Royal Hotel, Sheikh Zayad Road, Trade Centre Area, Dubai",1352,500,"Nassima Royal Hotel, Trade Centre Area","Nassima Royal Hotel, Trade Centre Area, Dubai",4.9,Dubai,4,No,Excellent,Dark Green,Yes,214,Emirati Diram(AED),No
Grand Barbeque Buffet Restaurant,210134,25.24107351,55.27340334,"Al Mina Road, Next to Ibis Styles Jumeirah Hotel, Satwa, Dubai",552,150,Satwa,"Satwa, Dubai",4.4,Dubai,3,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Red Lobster,201044,25.198291,55.278525,"Near the Fountain, Lower Ground Level, The Dubai Mall, Downtown Dubai, Dubai",506,285,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",3.2,Dubai,3,No,Average,Orange,No,214,Emirati Diram(AED),No
The Cheesecake Factory,201340,25.19726756,55.27856994,"Ground Level, Near Aquarium, The Dubai Mall, Downtown Dubai, Dubai",2424,270,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",4.7,Dubai,3,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Parker's,18289126,25.19500831,55.27927805,"The Dubai Mall, Downtown Dubai, Dubai",386,170,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",4.3,Dubai,3,No,Very Good,Green,No,214,Emirati Diram(AED),No
Applebee's,202507,25.21135663,55.27430557,"Sheikh Issa Tower, Sheikh Zayed Road, Trade Centre Area, Dubai",500,250,Trade Centre Area,"Trade Centre Area, Dubai",3.7,Dubai,3,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
Grub Shack,210139,25.22931113,55.32548446,"Building 41, Next to Dubai Healthcare City Metro Station, Dubai Healthcare City, Umm Hurair, Dubai",544,130,Umm Hurair,"Umm Hurair, Dubai",4.3,Dubai,3,Yes,Very Good,Green,Yes,214,Emirati Diram(AED),No
Kamat,5600424,25.33315516,55.39273214,"Opposite HSBC, Near Emax, King Faisal Street, Abu Shagara, Sharjah",285,85,Abu Shagara,"Abu Shagara, Sharjah",3.9,Sharjah,3,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
Vadakkan Pepper,5602751,25.338089,55.396984,"Near New City Center Supermarket, Abu Shagara, Sharjah",210,70,Abu Shagara,"Abu Shagara, Sharjah",3.8,Sharjah,3,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
Gazebo,5600457,25.33320395,55.39269626,"Opposite Safeer Market, Near E max, King Faisal Street, Abu Shagara, Sharjah",372,120,Abu Shagara,"Abu Shagara, Sharjah",4.1,Sharjah,4,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Katis Restaurant,5600642,25.32578908,55.37637066,"Opposite Safeer Market, Al Khan Street, Al Khan, Sharjah",316,65,Al Khan,"Al Khan, Sharjah",4.3,Sharjah,3,No,Very Good,Green,No,214,Emirati Diram(AED),No
Zaroob,18268134,25.32451353,55.38474888,"Al Buhaira Corniche Street, Al Majaz Water Front, Al Majaz, Sharjah",69,110,Al Majaz,"Al Majaz, Sharjah",3.9,Sharjah,4,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
Derby,18376208,25.33045321,55.37086055,"Al Khan Street, Al Majaz 3, Al Majaz, Sharjah",33,40,Al Majaz,"Al Majaz, Sharjah",4.1,Sharjah,2,No,Very Good,Green,No,214,Emirati Diram(AED),No
Nayaab Haandi,5600959,25.32813499,55.37552107,"Near Etisalat Business Center, Opposite ADNOC Petrol Station, Al Khan Street, Al Majaz 2, Al Majaz, Sharjah",449,100,Al Majaz,"Al Majaz, Sharjah",4.1,Sharjah,4,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Najmat Lahore Restaurant,5600103,25.35508316,55.38215585,"Near Sharjah Animal Market, Al Mina Road, Al Mareija, Sharjah",504,80,Al Mareija,"Al Mareija, Sharjah",4.2,Sharjah,3,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Saffron,5602586,25.35443539,55.38290787,"Mina Road, Opposite Bird Market, Al Mareija, Sharjah",192,90,Al Mareija,"Al Mareija, Sharjah",4.1,Sharjah,3,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Pizza Hut,5600961,25.30564046,55.37454341,"Next to Safeer Mall, Al Nahda, Sharjah",154,80,Al Nahda,"Al Nahda, Sharjah",2.4,Sharjah,3,No,Poor,Red,No,214,Emirati Diram(AED),No
Al Mukhtar Bakery,5600960,25.3084117,55.37728127,"Near Safeer Mall, Al Nahda, Sharjah",142,50,Al Nahda,"Al Nahda, Sharjah",4.2,Sharjah,2,No,Very Good,Green,No,214,Emirati Diram(AED),No
Aroos Damascus,5601340,25.34640794,55.39045796,"Opposite Emirates NBD, Near First Gulf Bank, King Abdul Aziz Street, Al Nud, Sharjah",444,60,Al Nud,"Al Nud, Sharjah",4.2,Sharjah,3,No,Very Good,Green,No,214,Emirati Diram(AED),No
Nando's,5600701,25.32188994,55.376027,"Ground level, Block D, Qanat Al Qasba, Al Khan, Sharjah",265,160,"Al Qasba, Al Khan","Al Qasba, Al Khan, Sharjah",4.2,Sharjah,4,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Peking Chinese Restaurant,5601404,25.34839077,55.39922744,"Opposite Spinneys Roundabout, Estiqlal Square, Halwan Suburb, Sharjah",227,130,Halwan Suburb,"Halwan Suburb, Sharjah",3.8,Sharjah,4,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
TGI Friday's,5600556,25.32774497,55.38781766,"Majaz Waterfront, Buhairah Corniche, Al Majaz 3, Al Majaz, Sharjah",357,250,"Majaz Waterfront, Al Majaz 3","Majaz Waterfront, Al Majaz 3, Sharjah",3.9,Sharjah,4,Yes,Good,Yellow,No,214,Emirati Diram(AED),No
Rajasthan Al Malaki,5602055,25.2887722,55.45195531,"Behind DPS Sharjah Primary School, Muwailih Commercial, Sharjah",459,60,Muwailih Commercial,"Muwailih Commercial, Sharjah",4.8,Sharjah,3,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Applebee's,5601521,25.29782287,55.37353624,"Opposite Jumbo Electronics, Level 2, Sahara Centre, Al Nahda, Sharjah",197,250,"Sahara Centre, Al Nahda","Sahara Centre, Al Nahda, Sharjah",4.1,Sharjah,4,Yes,Very Good,Green,No,214,Emirati Diram(AED),No
Paper Fig,5602377,25.3084123,55.45834266,"Near Dubai Islamic Bank, Muweilah, University City, Sharjah",143,150,University City,"University City, Sharjah",4.5,Sharjah,4,No,Excellent,Dark Green,No,214,Emirati Diram(AED),No
Sis Burger,5602884,25.31127229,55.45425095,"Behind ADNOC Petrol Station,
Univercity City Road, University City, Sharjah",12,50,University City,"University City, Sharjah",3.8,Sharjah,2,No,Good,Yellow,No,214,Emirati Diram(AED),No
Crafted Blends,5602942,25.310369,55.460279,"Next To Super Bonanza Hyper Market, Opposite Defence Camp, University City, Sharjah",43,110,University City,"University City, Sharjah",4.2,Sharjah,4,No,Very Good,Green,No,214,Emirati Diram(AED),No
Jahanpanah,3400025,27.16166111,78.01154444,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",140,850,Agra Cantt,"Agra Cantt, Agra",3.9,Agra,3,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Rangrezz Restaurant,3400341,0.0,0.0,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",71,700,Agra Cantt,"Agra Cantt, Agra",3.5,Agra,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Time2Eat - Mama Chicken,3400005,27.16083249,78.01160797,"Main Market, Sadar Bazaar, Agra Cantt, Agra",94,500,Agra Cantt,"Agra Cantt, Agra",3.6,Agra,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Chokho Jeeman Marwari Jain Bhojanalya,3400021,27.19592778,77.99809167,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",87,400,Civil Lines,"Civil Lines, Agra",4.0,Agra,2,No,Very Good,Green,No,1,Indian Rupees(Rs.),No
