1(String),2(String),3(String),4(String),6(Int),7(Int),8(Int),9(Int),10(Int),11(Int)
d1sctf_,1sct,F:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1sctg_,1sct,G:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1scth_,1sct,H:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jzka_,1jzk,A:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jzkb_,1jzk,B:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jzkc_,1jzk,C:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jzkd_,1jzk,D:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jwna_,1jwn,A:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jwnb_,1jwn,B:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jwnc_,1jwn,C:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1jwnd_,1jwn,D:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1nwia_,1nwi,A:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1nwib_,1nwi,B:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1nwic_,1nwi,C:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1nwid_,1nwi,D:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1nwna_,1nwn,A:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1nwnb_,1nwn,B:,a.1.1.2,46456,46457,46458,46463,46464,46465
d1b0b__,1b0b,,a.1.1.2,46456,46457,46458,46463,46464,46466
d1flp__,1flp,,a.1.1.2,46456,46457,46458,46463,46464,46466
d1moh__,1moh,,a.1.1.2,46456,46457,46458,46463,46464,46466
d1ebt__,1ebt,,a.1.1.2,46456,46457,46458,46463,46464,46466
d1h97a_,1h97,A:,a.1.1.2,46456,46457,46458,46463,63438,63439
d1h97b_,1h97,B:,a.1.1.2,46456,46457,46458,46463,63438,63439
d1kfra_,1kfr,A:,a.1.1.2,46456,46457,46458,46463,63438,63439
d1jl7a_,1jl7,A:,a.1.1.2,46456,46457,46458,46463,46467,46468
d1jl6a_,1jl6,A:,a.1.1.2,46456,46457,46458,46463,46467,46468
d2hbg__,2hbg,,a.1.1.2,46456,46457,46458,46463,46467,46468
d1jf4a_,1jf4,A:,a.1.1.2,46456,46457,46458,46463,46467,46468
d1jf3a_,1jf3,A:,a.1.1.2,46456,46457,46458,46463,46467,46468
d1hbg__,1hbg,,a.1.1.2,46456,46457,46458,46463,46467,46468
d1vrea_,1vre,A:,a.1.1.2,46456,46457,46458,46463,46467,46468
d1vrfa_,1vrf,A:,a.1.1.2,46456,46457,46458,46463,46467,46468
d1a6m__,1a6m,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1naza_,1naz,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1a6k__,1a6k,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1bzpa_,1bzp,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1a6g__,1a6g,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1bz6a_,1bz6,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1bzra_,1bzr,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1a6n__,1a6n,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1jw8a_,1jw8,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1h1xa_,1h1x,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1dxda_,1dxd,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1dxca_,1dxc,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1co9a_,1co9,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1do1a_,1do1,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1bvd__,1bvd,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mbw__,2mbw,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1cioa_,1cio,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1bvc__,1bvc,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mz0a_,1mz0,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1myza_,1myz,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1l2ka_,1l2k,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mbc__,1mbc,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mbd__,1mbd,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1abs__,1abs,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1do3a_,1do3,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1n9xa_,1n9x,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1vxh__,1vxh,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1n9ia_,1n9i,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1yoi__,1yoi,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1vxf__,1vxf,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1cika_,1cik,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1yoh__,1yoh,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1luea_,1lue,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1vxc__,1vxc,,a.1.1.2,46456,46457,46458,46463,46469,46470
d104m__,104m,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1vxd__,1vxd,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1yog__,1yog,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mye__,2mye,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1hjt__,1hjt,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2spm__,2spm,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1n9ha_,1n9h,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mtj__,1mtj,,a.1.1.2,46456,46457,46458,46463,46469,46470
d110m__,110m,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1f65a_,1f65,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1do4a_,1do4,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ofk__,1ofk,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ltw__,1ltw,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1tes__,1tes,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mls__,1mls,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mll__,1mll,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mge__,2mge,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2spl__,2spl,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mym__,1mym,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2spo__,2spo,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1vxg__,1vxg,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ofj__,1ofj,,a.1.1.2,46456,46457,46458,46463,46469,46470
d109m__,109m,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ajh__,1ajh,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1fcs__,1fcs,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1vxe__,1vxe,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ajg__,1ajg,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ch2a_,1ch2,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1f63a_,1f63,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1jp9a_,1jp9,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1dtia_,1dti,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mcy__,1mcy,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ch9a_,1ch9,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d2spn__,2spn,,a.1.1.2,46456,46457,46458,46463,46469,46470
d102m__,102m,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1swm__,1swm,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mgf__,2mgf,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1co8a_,1co8,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1n9fa_,1n9f,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mgg__,2mgg,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2myd__,2myd,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mlm__,1mlm,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1jpba_,1jpb,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1jdo__,1jdo,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2myb__,2myb,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mgd__,2mgd,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mtk__,1mtk,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mlo__,1mlo,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ch7a_,1ch7,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1o16a_,1o16,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1j52a_,1j52,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mgc__,2mgc,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1do7a_,1do7,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d2myc__,2myc,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1obm__,1obm,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mbo__,1mbo,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mlu__,1mlu,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mgn__,1mgn,,a.1.1.2,46456,46457,46458,46463,46469,46470
d111m__,111m,,a.1.1.2,46456,46457,46458,46463,46469,46470
d2mgm__,2mgm,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1moa__,1moa,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mlr__,1mlr,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1ch1a_,1ch1,A:,a.1.1.2,46456,46457,46458,46463,46469,46470
d1mlf__,1mlf,,a.1.1.2,46456,46457,46458,46463,46469,46470
d1cblc_,1cbl,C:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1cbld_,1cbl,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1j7sb_,1j7s,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1j7sd_,1j7s,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1rpsb_,1rps,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1rpsd_,1rps,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1axfb_,1axf,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1axfd_,1axf,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1gbvb_,1gbv,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1gbvd_,1gbv,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hdbb_,1hdb,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hdbd_,1hdb,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1rq4b_,1rq4,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1rq4d_,1rq4,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1dshb_,1dsh,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1dshd_,1dsh,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0vb_,1a0v,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0vd_,1a0v,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hbeb_,2hbe,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0xb_,1a0x,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0xd_,1a0x,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hbcb_,2hbc,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0ub_,1a0u,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0ud_,1a0u,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1r1xb_,1r1x,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1ljwb_,1ljw,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hgab_,1hga,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hgad_,1hga,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1aj9b_,1aj9,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hheb_,2hhe,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hhed_,2hhe,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1gzxb_,1gzx,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1gzxd_,1gzx,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1mkob_,1mko,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1mkod_,1mko,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1o1ib_,1o1i,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hbdb_,2hbd,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hgcb_,1hgc,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hgcd_,1hgc,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hbfb_,2hbf,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1m9pb_,1m9p,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1m9pd_,1m9p,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1nejb_,1nej,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1nejd_,1nej,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1qxdb_,1qxd,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1qxdd_,1qxd,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1bijb_,1bij,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1bijd_,1bij,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hhob_,1hho,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0wb_,1a0w,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1a0wd_,1a0w,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1abyb_,1aby,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1abyd_,1aby,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1rvwb_,1rvw,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1b86b_,1b86,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1b86d_,1b86,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hbab_,1hba,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hbad_,1hba,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lftb_,1lft,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1glib_,1gli,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1glid_,1gli,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lflb_,1lfl,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lfld_,1lfl,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lflq_,1lfl,Q:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lfls_,1lfl,S:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lfqb_,1lfq,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1dkeb_,1dke,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1dked_,1dke,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1nihb_,1nih,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1nihd_,1nih,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hgbb_,1hgb,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hgbd_,1hgb,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lfvb_,1lfv,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1habb_,1hab,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1habd_,1hab,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1jy7b_,1jy7,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1jy7d_,1jy7,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1jy7q_,1jy7,Q:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1jy7s_,1jy7,S:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1jy7v_,1jy7,V:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1jy7x_,1jy7,X:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1cohb_,1coh,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1cohd_,1coh,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hacb_,1hac,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hacd_,1hac,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d2hcob_,2hco,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lfzb_,1lfz,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1fn3b_,1fn3,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1fn3d_,1fn3,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1lfyb_,1lfy,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hcob_,1hco,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1cmyb_,1cmy,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1cmyd_,1cmy,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hbsb_,1hbs,B:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hbsd_,1hbs,D:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hbsf_,1hbs,F:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1hbsh_,1hbs,H:,a.1.1.2,46456,46457,46458,46463,46500,46501
d1i3da_,1i3d,A:,a.1.1.2,46456,46457,46458,46463,46500,46502
d1i3db_,1i3d,B:,a.1.1.2,46456,46457,46458,46463,46500,46502
d1i3ea_,1i3e,A:,a.1.1.2,46456,46457,46458,46463,46500,46502
d1i3eb_,1i3e,B:,a.1.1.2,46456,46457,46458,46463,46500,46502
d1fdhg_,1fdh,G:,a.1.1.2,46456,46457,46458,46463,46500,46502
d1a9we_,1a9w,E:,a.1.1.2,46456,46457,46458,46463,46500,46503
d1a9wf_,1a9w,F:,a.1.1.2,46456,46457,46458,46463,46500,46503
d1iwhb_,1iwh,B:,a.1.1.2,46456,46457,46458,46463,46500,46504
d1ibeb_,1ibe,B:,a.1.1.2,46456,46457,46458,46463,46500,46504
d1g0bb_,1g0b,B:,a.1.1.2,46456,46457,46458,46463,46500,46504
d2mhbb_,2mhb,B:,a.1.1.2,46456,46457,46458,46463,46500,46504
d2dhbb_,2dhb,B:,a.1.1.2,46456,46457,46458,46463,46500,46504
d1hdsb_,1hds,B:,a.1.1.2,46456,46457,46458,46463,46500,46505
d1hdsd_,1hds,D:,a.1.1.2,46456,46457,46458,46463,46500,46505
d1g08b_,1g08,B:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1g08d_,1g08,D:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1g0ab_,1g0a,B:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1g0ad_,1g0a,D:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1g09b_,1g09,B:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1g09d_,1g09,D:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1hdab_,1hda,B:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1hdad_,1hda,D:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1fsxb_,1fsx,B:,a.1.1.2,46456,46457,46458,46463,46500,46506
d1fsxd_,1fsx,D:,a.1.1.2,46456,46457,46458,46463,46500,46506
d2pghb_,2pgh,B:,a.1.1.2,46456,46457,46458,46463,46500,46507
d2pghd_,2pgh,D:,a.1.1.2,46456,46457,46458,46463,46500,46507
d1qpwb_,1qpw,B:,a.1.1.2,46456,46457,46458,46463,46500,46507
d1qpwd_,1qpw,D:,a.1.1.2,46456,46457,46458,46463,46500,46507
d1fhjb_,1fhj,B:,a.1.1.2,46456,46457,46458,46463,46500,63441
d1fhjd_,1fhj,D:,a.1.1.2,46456,46457,46458,46463,46500,63441
d1jebb_,1jeb,B:,a.1.1.2,46456,46457,46458,46463,46500,68939
d1jebd_,1jeb,D:,a.1.1.2,46456,46457,46458,46463,46500,68939
d1hbrb_,1hbr,B:,a.1.1.2,46456,46457,46458,46463,46500,46508
d1hbrd_,1hbr,D:,a.1.1.2,46456,46457,46458,46463,46500,46508
d1a4fb_,1a4f,B:,a.1.1.2,46456,46457,46458,46463,46500,46509
d1c40b_,1c40,B:,a.1.1.2,46456,46457,46458,46463,46500,46509
d1hv4b_,1hv4,B:,a.1.1.2,46456,46457,46458,46463,46500,46509
d1hv4d_,1hv4,D:,a.1.1.2,46456,46457,46458,46463,46500,46509
d1hv4f_,1hv4,F:,a.1.1.2,46456,46457,46458,46463,46500,46509
d1hv4h_,1hv4,H:,a.1.1.2,46456,46457,46458,46463,46500,46509
d1fawb_,1faw,B:,a.1.1.2,46456,46457,46458,46463,46500,68940
d1fawd_,1faw,D:,a.1.1.2,46456,46457,46458,46463,46500,68940
d1wmub_,1wmu,B:,a.1.1.2,46456,46457,46458,46463,46500,100977
d1v75b_,1v75,B:,a.1.1.2,46456,46457,46458,46463,46500,100977
d1outb_,1out,B:,a.1.1.2,46456,46457,46458,46463,46500,46510
d1ouub_,1ouu,B:,a.1.1.2,46456,46457,46458,46463,46500,46510
d1ouud_,1ouu,D:,a.1.1.2,46456,46457,46458,46463,46500,46510
d1s5xb_,1s5x,B:,a.1.1.2,46456,46457,46458,46463,46500,46511
d1pbxb_,1pbx,B:,a.1.1.2,46456,46457,46458,46463,46500,46511
d1s5yb_,1s5y,B:,a.1.1.2,46456,46457,46458,46463,46500,46511
d1s5yd_,1s5y,D:,a.1.1.2,46456,46457,46458,46463,46500,46511
d1hbhb_,1hbh,B:,a.1.1.2,46456,46457,46458,46463,46500,46511
d1hbhd_,1hbh,D:,a.1.1.2,46456,46457,46458,46463,46500,46511
d1cg5b_,1cg5,B:,a.1.1.2,46456,46457,46458,46463,46500,46512
d1cg8b_,1cg8,B:,a.1.1.2,46456,46457,46458,46463,46500,46512
d1la6b_,1la6,B:,a.1.1.2,46456,46457,46458,46463,46500,46513
d1t1nb_,1t1n,B:,a.1.1.2,46456,46457,46458,46463,46500,46513
d1spgb_,1spg,B:,a.1.1.2,46456,46457,46458,46463,46500,46514
d1gcvb_,1gcv,B:,a.1.1.2,46456,46457,46458,46463,46500,46515
d1gcvd_,1gcv,D:,a.1.1.2,46456,46457,46458,46463,46500,46515
d1gcwb_,1gcw,B:,a.1.1.2,46456,46457,46458,46463,46500,46515
d1gcwd_,1gcw,D:,a.1.1.2,46456,46457,46458,46463,46500,46515
d1v4xb_,1v4x,B:,a.1.1.2,46456,46457,46458,46463,46500,109624
d1v4xd_,1v4x,D:,a.1.1.2,46456,46457,46458,46463,46500,109624
d1v4wb_,1v4w,B:,a.1.1.2,46456,46457,46458,46463,46500,109624
d1v4wd_,1v4w,D:,a.1.1.2,46456,46457,46458,46463,46500,109624
d1v4ub_,1v4u,B:,a.1.1.2,46456,46457,46458,46463,46500,109624
d1v4ud_,1v4u,D:,a.1.1.2,46456,46457,46458,46463,46500,109624
d1ch4a_,1ch4,A:,a.1.1.2,46456,46457,46458,46463,46516,46517
d1ch4b_,1ch4,B:,a.1.1.2,46456,46457,46458,46463,46516,46517
d1ch4c_,1ch4,C:,a.1.1.2,46456,46457,46458,46463,46516,46517
d1ch4d_,1ch4,D:,a.1.1.2,46456,46457,46458,46463,46516,46517
d1it2a_,1it2,A:,a.1.1.2,46456,46457,46458,46463,68941,68942
d1it2b_,1it2,B:,a.1.1.2,46456,46457,46458,46463,68941,68942
d1it3a_,1it3,A:,a.1.1.2,46456,46457,46458,46463,68941,68942
d1it3b_,1it3,B:,a.1.1.2,46456,46457,46458,46463,68941,68942
d1it3c_,1it3,C:,a.1.1.2,46456,46457,46458,46463,68941,68942
d1it3d_,1it3,D:,a.1.1.2,46456,46457,46458,46463,68941,68942
d2lhb__,2lhb,,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5oa_,1f5o,A:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5ob_,1f5o,B:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5oc_,1f5o,C:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5od_,1f5o,D:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5oe_,1f5o,E:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5of_,1f5o,F:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhba_,3lhb,A:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbb_,3lhb,B:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbc_,3lhb,C:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbd_,3lhb,D:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbe_,3lhb,E:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbf_,3lhb,F:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbg_,3lhb,G:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbh_,3lhb,H:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbi_,3lhb,I:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbj_,3lhb,J:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbk_,3lhb,K:,a.1.1.2,46456,46457,46458,46463,46518,46519
d3lhbl_,3lhb,L:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5pa_,1f5p,A:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5pb_,1f5p,B:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5pc_,1f5p,C:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5pd_,1f5p,D:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5pe_,1f5p,E:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1f5pf_,1f5p,F:,a.1.1.2,46456,46457,46458,46463,46518,46519
d1uc3a_,1uc3,A:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3b_,1uc3,B:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3c_,1uc3,C:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3d_,1uc3,D:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3e_,1uc3,E:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3f_,1uc3,F:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3g_,1uc3,G:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3h_,1uc3,H:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3i_,1uc3,I:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3j_,1uc3,J:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3k_,1uc3,K:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1uc3l_,1uc3,L:,a.1.1.2,46456,46457,46458,46463,46518,88966
d1ash__,1ash,,a.1.1.2,46456,46457,46458,46463,46520,46521
