fnlwgt,age,hours-per-week,occupation,education-num,capital-gain,workclass,relationship,marital-status,education,race,native-country,capital-loss,sex
21174,64,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
185480,33,45,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
222205,33,40,Craft-repair,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
69867,61,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
191260,17,24,Other-service,5,1055,Private,Own-child,Never-married,9th,White,United-States,0,Male
30653,50,98,Farming-fishing,14,2407,Self-emp-not-inc,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
209109,27,35,Prof-specialty,14,0,Local-gov,Own-child,Never-married,Masters,White,United-States,0,Male
70377,30,40,Prof-specialty,9,0,Private,Own-child,Divorced,HS-grad,White,United-States,0,Female
477983,43,40,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,Black,United-States,0,Male
170924,44,40,Craft-repair,10,7298,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
190174,35,40,Exec-managerial,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
193787,25,40,Tech-support,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
279472,24,48,Machine-op-inspct,10,7298,Private,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
34918,22,15,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,Germany,0,Female
97688,42,40,Craft-repair,10,5178,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
175413,34,45,Sales,12,0,Private,Unmarried,Divorced,Assoc-acdm,Black,United-States,0,Female
173960,60,42,Prof-specialty,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Female
205759,21,40,Handlers-cleaners,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
425161,57,40,Sales,14,15024,Federal-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
220531,41,60,Prof-specialty,15,0,Private,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
176609,50,45,Other-service,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Male
371987,25,40,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
193884,50,40,Craft-repair,4,0,Private,Husband,Married-civ-spouse,7th-8th,White,Ecuador,0,Male
200352,36,45,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
127595,31,40,Prof-specialty,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
220419,29,56,Protective-serv,13,0,Local-gov,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
231931,21,45,Sales,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
248402,27,40,Tech-support,13,0,Private,Unmarried,Never-married,Bachelors,Black,United-States,0,Female
111095,65,16,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
57424,37,60,Sales,13,0,Self-emp-inc,Not-in-family,Divorced,Bachelors,White,United-States,0,Female
157443,39,40,?,14,3464,?,Wife,Married-civ-spouse,Masters,Asian-Pac-Islander,?,0,Female
278130,24,40,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
169469,38,80,Sales,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
146268,48,40,Adm-clerical,13,7688,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
153718,21,25,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,Asian-Pac-Islander,United-States,0,Female
217460,31,45,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
238638,55,40,Sales,9,4386,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
303296,24,40,Adm-clerical,10,0,Private,Wife,Married-civ-spouse,Some-college,Asian-Pac-Islander,Laos,0,Female
173321,43,40,Adm-clerical,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
193945,26,45,Tech-support,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Male
83082,46,33,Prof-specialty,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Female
193815,35,40,Adm-clerical,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
34987,41,54,Farming-fishing,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
59306,26,40,Sales,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
142897,34,35,Exec-managerial,14,7298,Private,Husband,Married-civ-spouse,Masters,Asian-Pac-Islander,Taiwan,0,Male
860348,19,25,?,10,0,?,Own-child,Never-married,Some-college,Black,United-States,0,Female
205607,36,40,Prof-specialty,13,0,Self-emp-not-inc,Not-in-family,Divorced,Bachelors,Black,United-States,0,Female
199698,22,15,Sales,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
191954,24,40,Machine-op-inspct,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
138714,77,40,Sales,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
399087,22,40,Machine-op-inspct,3,0,Private,Other-relative,Married-civ-spouse,5th-6th,White,Mexico,0,Female
423158,29,40,Tech-support,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
159841,62,24,Other-service,9,0,Private,Not-in-family,Widowed,HS-grad,White,United-States,0,Female
174308,39,40,Exec-managerial,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
50356,43,50,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,1485,Male
186110,35,45,Transport-moving,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
200381,29,40,Exec-managerial,7,0,Private,Not-in-family,Never-married,11th,White,United-States,0,Female
174309,76,10,Craft-repair,14,0,Self-emp-not-inc,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
78383,63,45,Farming-fishing,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
211601,23,15,?,11,0,?,Own-child,Never-married,Assoc-voc,Black,United-States,0,Female
187728,43,50,Prof-specialty,10,0,Private,Wife,Married-civ-spouse,Some-college,White,United-States,1887,Female
321171,58,40,Handlers-cleaners,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
127921,66,55,Transport-moving,9,2050,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
206565,41,45,Craft-repair,10,0,Private,Not-in-family,Never-married,Some-college,Black,United-States,0,Male
224563,26,40,Adm-clerical,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
178686,47,40,Other-service,11,0,Private,Not-in-family,Never-married,Assoc-voc,White,United-States,0,Male
98545,55,40,Adm-clerical,6,0,Local-gov,Husband,Married-civ-spouse,10th,White,United-States,0,Male
242606,53,40,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
270942,17,48,Other-service,3,0,Private,Other-relative,Never-married,5th-6th,White,Mexico,0,Male
94235,30,40,Craft-repair,9,0,Private,Other-relative,Never-married,HS-grad,White,United-States,0,Male
71195,49,60,Prof-specialty,14,0,Private,Not-in-family,Never-married,Masters,White,United-States,0,Male
104112,19,30,Sales,9,0,Private,Unmarried,Never-married,HS-grad,Black,Haiti,0,Male
261192,45,40,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,Black,United-States,0,Male
94936,26,40,Sales,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Male
296478,38,40,Craft-repair,11,7298,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
119272,36,40,Protective-serv,9,7298,State-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
85043,33,20,Farming-fishing,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
293364,22,40,Protective-serv,10,0,State-gov,Own-child,Never-married,Some-college,Black,United-States,0,Female
241895,43,42,Sales,13,0,Self-emp-not-inc,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
36135,67,8,?,7,0,?,Husband,Married-civ-spouse,11th,White,United-States,0,Male
151989,30,40,?,11,0,?,Unmarried,Divorced,Assoc-voc,White,United-States,0,Female
101128,56,25,Other-service,12,0,Private,Not-in-family,Married-spouse-absent,Assoc-acdm,White,Iran,0,Male
156464,31,25,Prof-specialty,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
117963,33,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
192262,26,40,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
111363,33,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
329752,46,30,Transport-moving,7,0,Local-gov,Husband,Married-civ-spouse,11th,White,United-States,0,Male
372020,59,40,?,13,0,?,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
95432,38,40,Adm-clerical,9,0,Federal-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
161400,65,40,Other-service,7,0,Private,Unmarried,Widowed,11th,Other,United-States,0,Male
96129,40,40,Tech-support,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
111949,42,35,Adm-clerical,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
117125,26,40,Craft-repair,5,0,Self-emp-not-inc,Husband,Married-civ-spouse,9th,White,Portugal,0,Male
348022,36,24,Other-service,6,0,Private,Wife,Married-civ-spouse,10th,White,United-States,0,Female
270092,62,40,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
180609,43,45,Transport-moving,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
174575,43,45,Exec-managerial,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,1564,Male
410439,22,55,Sales,9,0,Private,Not-in-family,Married-spouse-absent,HS-grad,White,United-States,0,Male
92262,28,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
183081,56,45,Sales,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
362589,22,15,Sales,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Female
212448,57,45,Exec-managerial,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Female
481060,39,40,Sales,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
185885,26,15,Adm-clerical,10,0,Federal-gov,Unmarried,Never-married,Some-college,White,United-States,0,Female
89821,17,10,Other-service,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Male
184018,40,38,Machine-op-inspct,11,0,State-gov,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
256649,45,40,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,Black,United-States,0,Male
160323,44,40,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,Black,United-States,0,Male
350845,20,10,Adm-clerical,10,0,Local-gov,Own-child,Never-married,Some-college,White,United-States,0,Female
267404,33,40,Craft-repair,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
35633,23,40,Sales,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
80914,46,30,Exec-managerial,14,0,Self-emp-not-inc,Not-in-family,Divorced,Masters,White,United-States,0,Male
172927,38,50,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
174319,54,40,Transport-moving,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
214955,46,45,Craft-repair,3,0,Private,Not-in-family,Divorced,5th-6th,White,United-States,2339,Female
344991,25,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
108699,46,40,Sales,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Female
117312,36,40,Transport-moving,10,0,Local-gov,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
396099,23,25,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
134152,29,40,Machine-op-inspct,9,0,Private,Not-in-family,Separated,HS-grad,White,United-States,0,Male
162028,44,6,Adm-clerical,10,0,Private,Wife,Married-civ-spouse,Some-college,White,United-States,2415,Female
25429,19,16,Adm-clerical,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
232392,19,40,Other-service,9,0,Private,Other-relative,Never-married,HS-grad,White,United-States,0,Female
220098,35,40,Other-service,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
301302,27,50,Craft-repair,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
277946,46,40,Craft-repair,12,0,Self-emp-not-inc,Not-in-family,Separated,Assoc-acdm,White,United-States,0,Male
98101,34,45,Exec-managerial,13,7688,State-gov,Husband,Married-civ-spouse,Bachelors,White,?,0,Male
196164,34,35,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
115562,44,40,Tech-support,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
96975,45,40,Handlers-cleaners,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
137300,20,35,?,9,0,?,Other-relative,Never-married,HS-grad,White,United-States,0,Female
86872,25,55,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
132178,52,50,Exec-managerial,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
416103,20,40,Handlers-cleaners,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
108574,28,40,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
288353,50,40,Protective-serv,13,0,State-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
227689,34,64,Tech-support,11,0,Private,Not-in-family,Divorced,Assoc-voc,White,United-States,0,Female
166481,28,40,Handlers-cleaners,4,0,Private,Husband,Married-civ-spouse,7th-8th,Other,Puerto-Rico,2179,Male
445382,41,65,Exec-managerial,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,1977,Male
110145,28,40,Adm-clerical,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
317253,46,25,Craft-repair,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
123147,28,40,?,10,0,?,Wife,Married-civ-spouse,Some-college,White,United-States,1887,Female
364657,32,50,Exec-managerial,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
42346,41,24,Other-service,10,0,Local-gov,Not-in-family,Divorced,Some-college,Black,United-States,0,Female
241951,24,40,Handlers-cleaners,9,0,Private,Unmarried,Never-married,HS-grad,Black,United-States,0,Female
118500,33,40,Exec-managerial,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
188386,46,60,Exec-managerial,16,15024,Private,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
1033222,31,40,Machine-op-inspct,10,0,State-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
92440,35,50,Craft-repair,8,0,Private,Not-in-family,Divorced,12th,White,United-States,0,Male
190762,52,40,Machine-op-inspct,2,0,Private,Husband,Married-civ-spouse,1st-4th,White,Mexico,0,Male
426017,30,19,Other-service,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
243867,34,40,Machine-op-inspct,7,0,Local-gov,Not-in-family,Separated,11th,Black,United-States,0,Male
240283,34,40,Transport-moving,9,0,State-gov,Unmarried,Divorced,HS-grad,White,United-States,0,Female
61777,20,30,Sales,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
175024,17,18,Handlers-cleaners,7,2176,Private,Own-child,Never-married,11th,White,United-States,0,Male
92003,32,40,Exec-managerial,13,0,State-gov,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
188401,29,40,Farming-fishing,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
228528,33,35,Craft-repair,6,0,Private,Unmarried,Never-married,10th,White,United-States,0,Female
133373,25,60,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
255191,36,40,Prof-specialty,14,0,Federal-gov,Not-in-family,Never-married,Masters,White,United-States,1408,Male
204653,23,72,Handlers-cleaners,9,0,Private,Not-in-family,Never-married,HS-grad,White,Dominican-Republic,0,Male
222289,63,40,Exec-managerial,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
287480,47,40,Prof-specialty,14,0,Local-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
107762,80,24,?,9,0,?,Not-in-family,Widowed,HS-grad,White,United-States,0,Male
202521,17,40,?,7,0,?,Own-child,Never-married,11th,White,United-States,0,Male
204116,40,40,Prof-specialty,13,2174,Self-emp-not-inc,Not-in-family,Married-spouse-absent,Bachelors,White,United-States,0,Female
29662,30,25,Other-service,12,0,Private,Wife,Married-civ-spouse,Assoc-acdm,White,United-States,0,Female
116358,27,40,Craft-repair,10,0,Private,Own-child,Never-married,Some-college,Asian-Pac-Islander,Philippines,1980,Male
208405,33,50,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
284843,34,60,Farming-fishing,9,594,Local-gov,Not-in-family,Never-married,HS-grad,Black,United-States,0,Male
117018,34,40,Protective-serv,10,0,Local-gov,Not-in-family,Never-married,Some-college,White,United-States,0,Female
81281,23,40,Adm-clerical,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
